car_brand,car_name,year,car_age,km_driven,km_range,fuel,transmission,price_inr,price_range,city
Kia,Kia SeltosGTX Option,2022,4,40000,25K – 50K,Petrol,Manual,1199000,10-20 Lakh,new-delhi
Kia,Kia SeltosGTX Option,2022,4,45000,25K – 50K,Petrol,Manual,1375000,10-20 Lakh,chennai
Kia,Kia SeltosGTX Plus,2019,7,30033,25K – 50K,Petrol,Manual,945000,5-10 Lakh,delhi-ncr
Kia,Kia SeltosGTX Plus,2019,7,34189,25K – 50K,Petrol,Manual,1202000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus,2019,7,39694,25K – 50K,Petrol,Manual,1150000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus,2019,7,41598,25K – 50K,Petrol,Manual,1076000,10-20 Lakh,pune
Kia,Kia SeltosGTX Plus,2019,7,50671,50K – 1L,Petrol,Manual,960000,5-10 Lakh,mumbai
Kia,Kia SeltosGTX Plus,2019,7,65618,50K – 1L,Petrol,Manual,922000,5-10 Lakh,delhi-ncr
Kia,Kia SeltosGTX Plus,2019,7,70330,50K – 1L,Petrol,Manual,1007000,10-20 Lakh,chandigarh
Kia,Kia SeltosGTX Plus,2019,7,76000,50K – 1L,Petrol,Manual,950000,5-10 Lakh,noida
Kia,Kia SeltosGTX Plus,2019,7,80177,50K – 1L,Petrol,Manual,855000,5-10 Lakh,delhi-ncr
Kia,Kia SeltosGTX Plus,2019,7,106000,Above 1L,Petrol,Manual,935000,5-10 Lakh,gurgaon
Kia,Kia SeltosGTX Plus,2019,7,112089,Above 1L,Petrol,Manual,985000,5-10 Lakh,noida
Kia,Kia SeltosGTX Plus,2020,6,28270,25K – 50K,Petrol,Manual,870000,5-10 Lakh,pune
Kia,Kia SeltosGTX Plus,2020,6,31485,25K – 50K,Petrol,Manual,843000,5-10 Lakh,noida
Kia,Kia SeltosGTX Plus,2020,6,38487,25K – 50K,Petrol,Manual,1138000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus,2020,6,46990,25K – 50K,Petrol,Manual,756000,5-10 Lakh,ahmedabad
Kia,Kia SeltosGTX Plus,2020,6,50100,50K – 1L,Petrol,Manual,875000,5-10 Lakh,delhi-ncr
Kia,Kia SeltosGTX Plus,2020,6,50100,50K – 1L,Petrol,Manual,875000,5-10 Lakh,new-delhi
Kia,Kia SeltosGTX Plus,2020,6,60000,50K – 1L,Petrol,Manual,1099000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus,2020,6,61727,50K – 1L,Petrol,Manual,1085000,10-20 Lakh,new-delhi
Kia,Kia SeltosGTX Plus,2020,6,70565,50K – 1L,Petrol,Manual,842000,5-10 Lakh,ahmedabad
Kia,Kia SeltosGTX Plus,2020,6,85000,50K – 1L,Petrol,Manual,1025000,10-20 Lakh,delhi-ncr
Kia,Kia SeltosGTX Plus,2020,6,85000,50K – 1L,Petrol,Manual,1025000,10-20 Lakh,noida
Kia,Kia SeltosGTX Plus,2020,6,98027,50K – 1L,Petrol,Manual,1145000,10-20 Lakh,pune
Kia,Kia SeltosGTX Plus,2020,6,100000,Above 1L,Petrol,Manual,1025000,10-20 Lakh,ahmedabad
Kia,Kia SeltosGTX Plus,2020,6,121649,Above 1L,Petrol,Manual,1182000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus,2021,5,18000,Below 25K,Petrol,Manual,1681000,10-20 Lakh,ahmedabad
Kia,Kia SeltosGTX Plus,2021,5,28010,25K – 50K,Petrol,Manual,1450000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus,2021,5,37000,25K – 50K,Petrol,Manual,1095000,10-20 Lakh,kolkata
Kia,Kia SeltosGTX Plus,2021,5,39000,25K – 50K,Petrol,Manual,1260000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus,2021,5,41197,25K – 50K,Petrol,Manual,1275000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus,2021,5,76247,50K – 1L,Petrol,Manual,956000,5-10 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus,2021,5,90014,50K – 1L,Petrol,Manual,1129000,10-20 Lakh,new-delhi
Kia,Kia SeltosGTX Plus,2021,5,122142,Above 1L,Petrol,Manual,1233000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus,2022,4,50000,50K – 1L,Petrol,Manual,1450000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus,2022,4,57345,50K – 1L,Petrol,Manual,942000,5-10 Lakh,new-delhi
Kia,Kia SeltosGTX Plus,2022,4,98623,50K – 1L,Petrol,Manual,1130000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus,2022,4,100017,Above 1L,Petrol,Manual,849000,5-10 Lakh,delhi-ncr
Kia,Kia SeltosGTX Plus,2022,4,100017,Above 1L,Petrol,Manual,849000,5-10 Lakh,new-delhi
Kia,Kia SeltosGTX Plus DCT,2019,7,28337,25K – 50K,Petrol,Automatic,1137000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus DCT,2019,7,35942,25K – 50K,Petrol,Automatic,1055000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus DCT,2019,7,58000,50K – 1L,Petrol,Automatic,1145000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus DCT,2019,7,59139,50K – 1L,Petrol,Automatic,950000,5-10 Lakh,bangalore
Kia,Kia SeltosGTX Plus DCT,2019,7,81333,50K – 1L,Petrol,Automatic,979000,5-10 Lakh,bangalore
Kia,Kia SeltosGTX Plus DCT,2020,6,38733,25K – 50K,Petrol,Automatic,1275000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus DCT,2020,6,43000,25K – 50K,Petrol,Automatic,1175000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus DCT,2020,6,48000,25K – 50K,Petrol,Automatic,1150000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus DCT,2020,6,48547,25K – 50K,Petrol,Automatic,1143000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus DCT,2020,6,48809,25K – 50K,Petrol,Automatic,975000,5-10 Lakh,kolkata
Kia,Kia SeltosGTX Plus DCT,2020,6,51624,50K – 1L,Petrol,Automatic,1161000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus DCT,2020,6,52000,50K – 1L,Petrol,Automatic,1140000,10-20 Lakh,new-delhi
Kia,Kia SeltosGTX Plus DCT,2020,6,52000,50K – 1L,Petrol,Automatic,1140000,10-20 Lakh,noida
Kia,Kia SeltosGTX Plus DCT,2020,6,53000,50K – 1L,Petrol,Automatic,1190000,10-20 Lakh,new-delhi
Kia,Kia SeltosGTX Plus DCT,2020,6,53000,50K – 1L,Petrol,Automatic,1190000,10-20 Lakh,noida
Kia,Kia SeltosGTX Plus DCT,2020,6,54000,50K – 1L,Petrol,Automatic,1050000,10-20 Lakh,ahmedabad
Kia,Kia SeltosGTX Plus DCT,2020,6,54121,50K – 1L,Petrol,Automatic,1140000,10-20 Lakh,new-delhi
Kia,Kia SeltosGTX Plus DCT,2020,6,58000,50K – 1L,Petrol,Automatic,1245000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus DCT,2020,6,61373,50K – 1L,Petrol,Automatic,973000,5-10 Lakh,noida
Kia,Kia SeltosGTX Plus DCT,2020,6,70224,50K – 1L,Petrol,Automatic,925000,5-10 Lakh,ahmedabad
Kia,Kia SeltosGTX Plus DCT,2020,6,75763,50K – 1L,Petrol,Automatic,929000,5-10 Lakh,delhi-ncr
Kia,Kia SeltosGTX Plus DCT,2020,6,75763,50K – 1L,Petrol,Automatic,929000,5-10 Lakh,noida
Kia,Kia SeltosGTX Plus DCT,2020,6,76045,50K – 1L,Petrol,Automatic,1234000,10-20 Lakh,pune
Kia,Kia SeltosGTX Plus DCT,2020,6,78210,50K – 1L,Petrol,Automatic,1251000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus DCT,2020,6,85000,50K – 1L,Petrol,Automatic,990000,5-10 Lakh,ahmedabad
Kia,Kia SeltosGTX Plus DCT,2020,6,88565,50K – 1L,Petrol,Automatic,1179000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus DCT,2020,6,90284,50K – 1L,Petrol,Automatic,969000,5-10 Lakh,mumbai
Kia,Kia SeltosGTX Plus DCT,2020,6,90801,50K – 1L,Petrol,Automatic,839000,5-10 Lakh,noida
Kia,Kia SeltosGTX Plus DCT,2020,6,95576,50K – 1L,Petrol,Automatic,990000,5-10 Lakh,gurgaon
Kia,Kia SeltosGTX Plus DCT,2020,6,96355,50K – 1L,Petrol,Automatic,1075000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus DCT,2020,6,106110,Above 1L,Petrol,Automatic,1047000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus DCT,2020,6,111425,Above 1L,Petrol,Automatic,1223000,10-20 Lakh,jaipur
Kia,Kia SeltosGTX Plus DCT,2020,6,117888,Above 1L,Petrol,Automatic,997000,5-10 Lakh,delhi-ncr
Kia,Kia SeltosGTX Plus DCT,2020,6,120000,Above 1L,Petrol,Automatic,850000,5-10 Lakh,gurgaon
Kia,Kia SeltosGTX Plus DCT,2020,6,121730,Above 1L,Petrol,Automatic,1120000,10-20 Lakh,pune
Kia,Kia SeltosGTX Plus DCT,2021,5,31751,25K – 50K,Petrol,Automatic,1422000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus DCT,2021,5,45000,25K – 50K,Petrol,Automatic,1245000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus DCT,2021,5,46552,25K – 50K,Petrol,Automatic,1337000,10-20 Lakh,ahmedabad
Kia,Kia SeltosGTX Plus DCT,2021,5,50000,50K – 1L,Petrol,Automatic,1200000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus DCT,2021,5,57000,50K – 1L,Petrol,Automatic,1250000,10-20 Lakh,gurgaon
Kia,Kia SeltosGTX Plus DCT,2021,5,57961,50K – 1L,Petrol,Automatic,1282000,10-20 Lakh,delhi-ncr
Kia,Kia SeltosGTX Plus DCT,2021,5,57961,50K – 1L,Petrol,Automatic,1282000,10-20 Lakh,gurgaon
Kia,Kia SeltosGTX Plus DCT,2021,5,60000,50K – 1L,Petrol,Automatic,1150000,10-20 Lakh,noida
Kia,Kia SeltosGTX Plus DCT,2021,5,71998,50K – 1L,Petrol,Automatic,1373000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus DCT,2021,5,73233,50K – 1L,Petrol,Automatic,1270000,10-20 Lakh,jaipur
Kia,Kia SeltosGTX Plus DCT,2022,4,13800,Below 25K,Petrol,Automatic,1550000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus DCT,2022,4,43000,25K – 50K,Petrol,Automatic,1450000,10-20 Lakh,new-delhi
Kia,Kia SeltosGTX Plus DCT,2022,4,43000,25K – 50K,Petrol,Automatic,1450000,10-20 Lakh,noida
Kia,Kia SeltosGTX Plus DCT,2022,4,56500,50K – 1L,Petrol,Automatic,1395000,10-20 Lakh,gurgaon
Kia,Kia SeltosGTX Plus DCT,2023,3,25000,25K – 50K,Petrol,Automatic,1665000,10-20 Lakh,noida
Kia,Kia SeltosGTX Plus DCT,2023,3,40000,25K – 50K,Petrol,Automatic,1695000,10-20 Lakh,delhi-ncr
Kia,Kia SeltosGTX Plus DCT,2023,3,40000,25K – 50K,Petrol,Automatic,1695000,10-20 Lakh,new-delhi
Kia,Kia SeltosGTX Plus DCT,2023,3,40000,25K – 50K,Petrol,Automatic,1695000,10-20 Lakh,noida
Kia,Kia SeltosGTX Plus DCT,2023,3,57800,50K – 1L,Petrol,Automatic,1495000,10-20 Lakh,gurgaon
Kia,Kia SeltosGTX Plus Diesel AT,2019,7,74030,50K – 1L,Diesel,Automatic,853000,5-10 Lakh,noida
Kia,Kia SeltosGTX Plus Diesel AT,2019,7,85008,50K – 1L,Diesel,Automatic,1160000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus Diesel AT,2019,7,95000,50K – 1L,Diesel,Automatic,1045000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus Diesel AT,2020,6,55000,50K – 1L,Diesel,Automatic,990000,5-10 Lakh,kolkata
Kia,Kia SeltosGTX Plus Diesel AT,2020,6,71000,50K – 1L,Diesel,Automatic,945000,5-10 Lakh,delhi-ncr
Kia,Kia SeltosGTX Plus Diesel AT,2020,6,79679,50K – 1L,Diesel,Automatic,1301000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus Diesel AT,2020,6,86551,50K – 1L,Diesel,Automatic,1294000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus Diesel AT,2020,6,86752,50K – 1L,Diesel,Automatic,1145000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus Diesel AT,2020,6,100000,Above 1L,Diesel,Automatic,1372000,10-20 Lakh,jaipur
Kia,Kia SeltosGTX Plus Diesel AT,2020,6,103165,Above 1L,Diesel,Automatic,1132000,10-20 Lakh,delhi-ncr
Kia,Kia SeltosGTX Plus Diesel AT,2020,6,119720,Above 1L,Diesel,Automatic,1195000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus Diesel AT,2021,5,30000,25K – 50K,Diesel,Automatic,1385000,10-20 Lakh,noida
Kia,Kia SeltosGTX Plus Diesel AT,2021,5,47839,25K – 50K,Diesel,Automatic,941000,5-10 Lakh,noida
Kia,Kia SeltosGTX Plus Diesel AT,2021,5,58000,50K – 1L,Diesel,Automatic,1350000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus Diesel AT,2021,5,93973,50K – 1L,Diesel,Automatic,1080000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus Diesel AT,2021,5,96609,50K – 1L,Diesel,Automatic,1350000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus Diesel AT,2021,5,99890,50K – 1L,Diesel,Automatic,976000,5-10 Lakh,chennai
Kia,Kia SeltosGTX Plus Diesel AT,2022,4,9000,Below 25K,Diesel,Automatic,1650000,10-20 Lakh,new-delhi
Kia,Kia SeltosGTX Plus Diesel AT,2022,4,23000,Below 25K,Diesel,Automatic,1450000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus Diesel AT,2022,4,30000,25K – 50K,Diesel,Automatic,1650000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus Diesel AT,2022,4,30219,25K – 50K,Diesel,Automatic,1486000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus Diesel AT,2022,4,36000,25K – 50K,Diesel,Automatic,1651000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus Diesel AT,2022,4,37000,25K – 50K,Diesel,Automatic,1575000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus Diesel AT,2022,4,40908,25K – 50K,Diesel,Automatic,1496000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus Diesel AT,2022,4,41508,25K – 50K,Diesel,Automatic,1597000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus Diesel AT,2022,4,43245,25K – 50K,Diesel,Automatic,1591000,10-20 Lakh,pune
Kia,Kia SeltosGTX Plus Diesel AT,2022,4,44000,25K – 50K,Diesel,Automatic,1800000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus Diesel AT,2022,4,47380,25K – 50K,Diesel,Automatic,1541000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus Diesel AT,2022,4,56419,50K – 1L,Diesel,Automatic,1605000,10-20 Lakh,pune
Kia,Kia SeltosGTX Plus Diesel AT,2022,4,58325,50K – 1L,Diesel,Automatic,1413000,10-20 Lakh,noida
Kia,Kia SeltosGTX Plus Diesel AT,2022,4,71000,50K – 1L,Diesel,Automatic,1575000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus Diesel AT,2022,4,97000,50K – 1L,Diesel,Automatic,1600000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus Diesel AT,2022,4,110000,Above 1L,Diesel,Automatic,1750000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus Diesel AT,2023,3,13550,Below 25K,Diesel,Automatic,1850000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus Diesel AT,2023,3,17445,Below 25K,Diesel,Automatic,1949000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus Diesel AT,2023,3,22000,Below 25K,Diesel,Automatic,1940000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus Diesel AT,2023,3,22527,Below 25K,Diesel,Automatic,1875000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus Diesel AT,2023,3,24860,Below 25K,Diesel,Automatic,1949000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus Diesel AT,2023,3,25000,25K – 50K,Diesel,Automatic,1875000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus Diesel AT,2023,3,31000,25K – 50K,Diesel,Automatic,1691000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus Diesel AT,2023,3,32467,25K – 50K,Diesel,Automatic,1700000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus Diesel AT,2023,3,43000,25K – 50K,Diesel,Automatic,1700000,10-20 Lakh,jaipur
Kia,Kia SeltosGTX Plus Diesel AT,2023,3,45000,25K – 50K,Diesel,Automatic,1699000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus Diesel AT,2023,3,45000,25K – 50K,Diesel,Automatic,1725000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus Diesel AT,2024,2,27182,25K – 50K,Diesel,Automatic,1975000,10-20 Lakh,pune
Kia,Kia SeltosGTX Plus Diesel AT,2024,2,32000,25K – 50K,Diesel,Automatic,1775000,10-20 Lakh,gurgaon
Kia,Kia SeltosGTX Plus Diesel AT,2024,2,39622,25K – 50K,Diesel,Automatic,1950000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus S Diesel AT,2023,3,59095,50K – 1L,Diesel,Automatic,1575000,10-20 Lakh,jaipur
Kia,Kia SeltosGTX Plus S Diesel AT,2023,3,118562,Above 1L,Diesel,Automatic,1557000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus S Turbo DCT,2019,7,35030,25K – 50K,Petrol,Automatic,1186000,10-20 Lakh,delhi-ncr
Kia,Kia SeltosGTX Plus S Turbo DCT,2019,7,73301,50K – 1L,Petrol,Automatic,972000,5-10 Lakh,noida
Kia,Kia SeltosGTX Plus S Turbo DCT,2019,7,83884,50K – 1L,Petrol,Automatic,1101000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus S Turbo DCT,2019,7,88250,50K – 1L,Petrol,Automatic,889000,5-10 Lakh,ahmedabad
Kia,Kia SeltosGTX Plus S Turbo DCT,2019,7,105475,Above 1L,Petrol,Automatic,1148000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus S Turbo DCT,2019,7,108794,Above 1L,Petrol,Automatic,1089000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus S Turbo DCT,2020,6,43210,25K – 50K,Petrol,Automatic,1153000,10-20 Lakh,delhi-ncr
Kia,Kia SeltosGTX Plus S Turbo DCT,2020,6,66772,50K – 1L,Petrol,Automatic,1319000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus S Turbo DCT,2020,6,68261,50K – 1L,Petrol,Automatic,1108000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus S Turbo DCT,2020,6,71167,50K – 1L,Petrol,Automatic,1234000,10-20 Lakh,pune
Kia,Kia SeltosGTX Plus S Turbo DCT,2020,6,72863,50K – 1L,Petrol,Automatic,1157000,10-20 Lakh,pune
Kia,Kia SeltosGTX Plus S Turbo DCT,2020,6,91286,50K – 1L,Petrol,Automatic,1225000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus S Turbo DCT,2020,6,92417,50K – 1L,Petrol,Automatic,1261000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus S Turbo DCT,2020,6,97748,50K – 1L,Petrol,Automatic,1125000,10-20 Lakh,chennai
Kia,Kia SeltosGTX Plus S Turbo DCT,2023,3,12000,Below 25K,Petrol,Automatic,1690000,10-20 Lakh,Hyderabad
Kia,Kia SeltosGTX Plus S Turbo DCT,2023,3,49718,25K – 50K,Petrol,Automatic,1625000,10-20 Lakh,mumbai
Kia,Kia SeltosGTX Plus S Turbo DCT,2024,2,13000,Below 25K,Petrol,Automatic,1800000,10-20 Lakh,gurgaon
Kia,Kia SeltosGTX Plus Turbo DCT,2023,3,9175,Below 25K,Petrol,Automatic,1500000,10-20 Lakh,gurgaon
Kia,Kia SeltosGTX Plus Turbo DCT,2023,3,13755,Below 25K,Petrol,Automatic,1799000,10-20 Lakh,chennai
Kia,Kia SeltosGTX Plus Turbo DCT,2023,3,14000,Below 25K,Petrol,Automatic,1600000,10-20 Lakh,gurgaon
Kia,Kia SeltosGTX Plus Turbo DCT,2023,3,24075,Below 25K,Petrol,Automatic,1625000,10-20 Lakh,delhi-ncr
Kia,Kia SeltosGTX Plus Turbo DCT,2023,3,24075,Below 25K,Petrol,Automatic,1625000,10-20 Lakh,new-delhi
Kia,Kia SeltosGTX Plus Turbo DCT,2023,3,25000,25K – 50K,Petrol,Automatic,1690000,10-20 Lakh,noida
Kia,Kia SeltosGTX Plus Turbo DCT,2023,3,30000,25K – 50K,Petrol,Automatic,1400000,10-20 Lakh,ahmedabad
Kia,Kia SeltosGTX Plus Turbo DCT,2023,3,32218,25K – 50K,Petrol,Automatic,1599000,10-20 Lakh,ahmedabad
Kia,Kia SeltosGTX Plus Turbo DCT,2023,3,36000,25K – 50K,Petrol,Automatic,1600000,10-20 Lakh,delhi-ncr
Kia,Kia SeltosGTX Plus Turbo DCT,2023,3,36000,25K – 50K,Petrol,Automatic,1699000,10-20 Lakh,new-delhi
Kia,Kia SeltosGTX Plus Turbo DCT,2023,3,60706,50K – 1L,Petrol,Automatic,1690000,10-20 Lakh,chennai
Kia,Kia SeltosGTX Plus Turbo DCT,2024,2,3400,Below 25K,Petrol,Automatic,1434000,10-20 Lakh,kolkata
Kia,Kia SeltosGTX Plus Turbo DCT,2024,2,5756,Below 25K,Petrol,Automatic,1945000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus Turbo DCT,2024,2,8000,Below 25K,Petrol,Automatic,2050000,above 20 Lakh,bangalore
Kia,Kia SeltosGTX Plus Turbo DCT,2024,2,14000,Below 25K,Petrol,Automatic,1800000,10-20 Lakh,noida
Kia,Kia SeltosGTX Plus Turbo DCT,2024,2,17133,Below 25K,Petrol,Automatic,1945000,10-20 Lakh,bangalore
Kia,Kia SeltosGTX Plus Turbo DCT,2024,2,30469,25K – 50K,Petrol,Automatic,1650000,10-20 Lakh,delhi-ncr
Kia,Kia SeltosHTE,2023,3,35000,25K – 50K,Petrol,Manual,799000,5-10 Lakh,kolkata
Kia,Kia SeltosHTE Diesel,2020,6,25600,25K – 50K,Diesel,Manual,1200000,10-20 Lakh,noida
Kia,Kia SeltosHTE Diesel,2020,6,66000,50K – 1L,Diesel,Manual,890000,5-10 Lakh,bangalore
Kia,Kia SeltosHTE Diesel,2020,6,70000,50K – 1L,Diesel,Manual,675000,5-10 Lakh,delhi-ncr
Kia,Kia SeltosHTE Diesel,2021,5,65000,50K – 1L,Diesel,Manual,725000,5-10 Lakh,new-delhi
Kia,Kia SeltosHTE Diesel,2021,5,72000,50K – 1L,Diesel,Manual,1085000,10-20 Lakh,bangalore
Kia,Kia SeltosHTE Diesel,2021,5,86180,50K – 1L,Diesel,Manual,1075000,10-20 Lakh,mumbai
Kia,Kia SeltosHTE Diesel iMT,2023,3,29000,25K – 50K,Diesel,Automatic,1050000,10-20 Lakh,gurgaon
Kia,Kia SeltosHTK,2023,3,19000,Below 25K,Petrol,Manual,1125000,10-20 Lakh,gurgaon
Kia,Kia SeltosHTK,2023,3,19000,Below 25K,Petrol,Manual,1126000,10-20 Lakh,gurgaon
Kia,Kia SeltosHTK Diesel,2019,7,44000,25K – 50K,Diesel,Manual,1100000,10-20 Lakh,jaipur
Kia,Kia SeltosHTK Diesel,2019,7,100000,Above 1L,Diesel,Manual,800000,5-10 Lakh,gurgaon
Kia,Kia SeltosHTK Diesel,2020,6,55000,50K – 1L,Diesel,Manual,865000,5-10 Lakh,noida
Kia,Kia SeltosHTK Diesel,2020,6,74595,50K – 1L,Diesel,Manual,825000,5-10 Lakh,new-delhi
Kia,Kia SeltosHTK Diesel,2021,5,52000,50K – 1L,Diesel,Manual,1075000,10-20 Lakh,chennai
Kia,Kia SeltosHTK Diesel,2023,3,64554,50K – 1L,Diesel,Manual,1150000,10-20 Lakh,jaipur
Kia,Kia SeltosHTK Diesel,2024,2,10000,Below 25K,Diesel,Manual,1086000,10-20 Lakh,kolkata
Kia,Kia SeltosHTK G,2019,7,44000,25K – 50K,Petrol,Manual,810000,5-10 Lakh,new-delhi
Kia,Kia SeltosHTK G,2019,7,60685,50K – 1L,Petrol,Manual,990000,5-10 Lakh,jaipur
Kia,Kia SeltosHTK G,2019,7,121642,Above 1L,Petrol,Manual,666000,5-10 Lakh,bangalore
Kia,Kia SeltosHTK G,2020,6,31000,25K – 50K,Petrol,Manual,843000,5-10 Lakh,new-delhi
Kia,Kia SeltosHTK G,2020,6,68000,50K – 1L,Petrol,Manual,845000,5-10 Lakh,bangalore
Kia,Kia SeltosHTK G,2020,6,69741,50K – 1L,Petrol,Manual,656000,5-10 Lakh,noida
Kia,Kia SeltosHTK G,2020,6,80000,50K – 1L,Petrol,Manual,800000,5-10 Lakh,gurgaon
Kia,Kia SeltosHTK G,2021,5,29800,25K – 50K,Petrol,Manual,765000,5-10 Lakh,jaipur
Kia,Kia SeltosHTK G,2021,5,53100,50K – 1L,Petrol,Manual,935000,5-10 Lakh,mumbai
Kia,Kia SeltosHTK G,2021,5,66115,50K – 1L,Petrol,Manual,732000,5-10 Lakh,delhi-ncr
Kia,Kia SeltosHTK G,2021,5,66115,50K – 1L,Petrol,Manual,732000,5-10 Lakh,gurgaon
Kia,Kia SeltosHTK G,2021,5,90000,50K – 1L,Petrol,Manual,850000,5-10 Lakh,jaipur
Kia,Kia SeltosHTK G,2021,5,90000,50K – 1L,Petrol,Manual,900000,5-10 Lakh,new-delhi
Kia,Kia SeltosHTK G,2022,4,21000,Below 25K,Petrol,Manual,1050000,10-20 Lakh,noida
Kia,Kia SeltosHTK G,2022,4,21500,Below 25K,Petrol,Manual,958000,5-10 Lakh,new-delhi
Kia,Kia SeltosHTK G,2022,4,29000,25K – 50K,Petrol,Manual,975000,5-10 Lakh,kolkata
Kia,Kia SeltosHTK G,2022,4,30204,25K – 50K,Petrol,Manual,980000,5-10 Lakh,chennai
Kia,Kia SeltosHTK G,2022,4,34500,25K – 50K,Petrol,Manual,945000,5-10 Lakh,new-delhi
Kia,Kia SeltosHTK G,2022,4,37000,25K – 50K,Petrol,Manual,999000,5-10 Lakh,new-delhi
Kia,Kia SeltosHTK G,2022,4,37000,25K – 50K,Petrol,Manual,999000,5-10 Lakh,noida
Kia,Kia SeltosHTK G,2022,4,37000,25K – 50K,Petrol,Manual,1025000,10-20 Lakh,new-delhi
Kia,Kia SeltosHTK G,2022,4,37000,25K – 50K,Petrol,Manual,1025000,10-20 Lakh,noida
Kia,Kia SeltosHTK G,2023,3,19000,Below 25K,Petrol,Manual,1049000,10-20 Lakh,delhi-ncr
Kia,Kia SeltosHTK G,2023,3,19000,Below 25K,Petrol,Manual,1049000,10-20 Lakh,new-delhi
Kia,Kia SeltosHTK Plus,2023,3,19300,Below 25K,Petrol,Manual,1245000,10-20 Lakh,gurgaon
