car_brand,car_name,year,km_driven,fuel,transmission,price,city
Mercedes-Benz,Mercedes-Benz GLC300 4MATIC Sport,2018,"52,000kms",Petrol,Automatic,₹28 Lakh,delhi-ncr
Hyundai,Hyundai i20Magna Optional 1.2,2014,"62,000kms",Petrol,Manual,₹3.25 Lakh,delhi-ncr
Hyundai,Hyundai i201.2 Magna Executive,2018,"45,000kms",Petrol,Manual,₹4.50 Lakh,delhi-ncr
MG,2024MG Hector PlusSharp Pro CVT  -2025,2023,"9,900kms",Petrol,Automatic,₹18.90 Lakh,delhi-ncr
Toyota,Toyota RumionS CNG,2023,"15,400kms",CNG,Manual,₹10 Lakh,delhi-ncr
Honda,Honda Jazz1.2 S i VTEC,2015,"64,000kms",Petrol,Manual,₹3.60 Lakh,delhi-ncr
Mercedes-Benz,Mercedes-Benz GLC300 4MATIC Sport,2017,"43,000kms",Petrol,Automatic,₹25.75 Lakh,delhi-ncr
Mercedes-Benz,Mercedes-Benz E-ClassExpression E 220 d BSIV,2018,"45,000kms",Diesel,Automatic,₹28.50 Lakh,delhi-ncr
Mercedes-Benz,Mercedes-Benz C-ClassProgressive C 200,2019,"40,000kms",Petrol,Automatic,₹31.50 Lakh,delhi-ncr
Honda,Honda AmazeS AT i-Vtech,2014,"86,000kms",Petrol,Automatic,₹2.95 Lakh,delhi-ncr
BMW,BMW X1sDrive 20d xLine,2017,"77,000kms",Diesel,Automatic,₹13.50 Lakh,delhi-ncr
Honda,Honda AmazeS CVT Petrol,2021,"29,000kms",Petrol,Automatic,₹6.50 Lakh,delhi-ncr
Mahindra,Mahindra Thar ROXXMX5 RWD Diesel AT,2024,"8,500kms",Diesel,Automatic,₹17.95 Lakh,delhi-ncr
Hyundai,Hyundai Verna1.6 VTVT AT SX,2016,"58,000kms",Petrol,Automatic,₹6.15 Lakh,delhi-ncr
Mercedes-Benz,Mercedes-Benz GLA220d,2023,"14,000kms",Diesel,Automatic,₹36 Lakh,delhi-ncr
Audi,Audi Q330 TFSI Premium FWD,2018,"93,000kms",Petrol,Automatic,₹16.90 Lakh,delhi-ncr
Mahindra,Mahindra TharLX 4WD Hard Top Diesel AT BSVI,2021,"71,000kms",Diesel,Automatic,₹12.50 Lakh,delhi-ncr
Honda,Honda AmazeS i-VTEC,2017,"50,000kms",Petrol,Manual,₹3.75 Lakh,delhi-ncr
Mahindra,Mahindra XUV500W7 AT BSIV,2018,"26,000kms",Diesel,Automatic,₹8.35 Lakh,delhi-ncr
Maruti,Maruti Vitara BrezzaZDi Plus,2019,"85,000kms",Diesel,Manual,₹6.25 Lakh,delhi-ncr
Mercedes-Benz,Mercedes-Benz A-Class LimousineA 200 BSVI,2023,"14,000kms",Petrol,Automatic,₹34 Lakh,delhi-ncr
Hyundai,Hyundai Xcent1.2 Kappa S,2014,"48,000kms",Petrol,Manual,₹3.15 Lakh,delhi-ncr
Audi,Audi Q745 TDI Quattro Premium Plus,2019,"1,57,000kms",Diesel,Automatic,₹27.75 Lakh,delhi-ncr
Mercedes-Benz,Mercedes-Benz GLE250d,2016,"97,000kms",Diesel,Automatic,₹19.90 Lakh,delhi-ncr
Maruti,Maruti Vitara BrezzaZDi Plus AMT,2018,"8,50,000kms",Diesel,Automatic,₹6.35 Lakh,delhi-ncr
Tata,Tata Nexon1.2 Revotron XM,2017,"66,000kms",Petrol,Manual,₹4.55 Lakh,delhi-ncr
Hyundai,Hyundai Grand i10 NiosMagna,2021,"40,000kms",Petrol,Manual,₹5.40 Lakh,delhi-ncr
Mercedes-Benz,Mercedes-Benz C-ClassC 200,2023,"29,000kms",Petrol,Automatic,₹42 Lakh,delhi-ncr
Land Rover,2021Land Rover Range Rover Evoque2.0 R-Dynamic SE diesel  -2021,2020,"45,000kms",Diesel,Automatic,₹46.50 Lakh,delhi-ncr
Maruti,Maruti ErtigaBSIV VXI,2018,"70,000kms",Petrol,Manual,₹6.40 Lakh,delhi-ncr
Hyundai,Hyundai CretaSX IVT BSVI,2021,"12,757kms",Petrol,Automatic,₹10.70 Lakh,delhi-ncr
Mercedes-Benz,Mercedes-Benz C-ClassC 200,2025,"1,900kms",Petrol,Automatic,₹52.50 Lakh,delhi-ncr
Mercedes-Benz,Mercedes-Benz GLS400 4MATIC,2018,"59,00,000kms",Petrol,Automatic,₹36 Lakh,delhi-ncr
Lexus,Lexus NX300h,2018,"58,398kms",Petrol,Automatic,₹28 Lakh,delhi-ncr
Tata,Tata HarrierXT Plus BSVI,2023,"28,670kms",Diesel,Manual,₹10.55 Lakh,delhi-ncr
Ford,Ford EndeavourTitanium 4X2 AT,2021,"45,000kms",Diesel,Automatic,₹29.75 Lakh,delhi-ncr
Toyota,Toyota Innova HycrossZX Hybrid BSVI,2023,"12,790kms",Petrol,Automatic,₹27.50 Lakh,delhi-ncr
BMW,BMW i7xDrive60 M Sport,2024,"8,066kms",Electric,Automatic,₹1.36 Crore,delhi-ncr
Hyundai,Hyundai Grand i10 NiosMagna,2021,"55,000kms",Petrol,Manual,₹4.80 Lakh,delhi-ncr
Maruti,Maruti ErtigaVXI,2022,"46,300kms",Petrol,Manual,₹6.90 Lakh,delhi-ncr
Tata,Tata HarrierCamo XT Plus,2020,"33,500kms",Diesel,Manual,₹10.75 Lakh,delhi-ncr
Toyota,Toyota Innova HycrossZX Hybrid,2024,"40,000kms",Petrol,Automatic,₹30.70 Lakh,delhi-ncr
Mahindra,Mahindra ScorpioS9,2020,"64,500kms",Diesel,Manual,₹10.95 Lakh,delhi-ncr
Hyundai,Hyundai i10Era 1.1,2011,"1,22,055kms",Petrol,Manual,"₹65,000",delhi-ncr
Jaguar,Jaguar XF2.0 Petrol Portfolio,2016,"29,000kms",Petrol,Automatic,₹22 Lakh,delhi-ncr
BMW,BMW X5xDrive 30d M Sport,2018,"1,00,000kms",Diesel,Automatic,₹23 Lakh,delhi-ncr
Hyundai,Hyundai Creta1.6 E Plus,2018,"67,900kms",Petrol,Manual,₹5.40 Lakh,delhi-ncr
