,car_brand,car_name,year,km_driven,fuel,transmission,price,city
1211,Maruti,Maruti Baleno1.2 Zeta,2019,"77,135kms",Petrol,Manual,₹5.20 Lakh,Hyderabad
1212,Kia,Kia SeltosGTX Plus Diesel AT,2020,"86,551kms",Diesel,Automatic,₹12.94 Lakh,Hyderabad
1213,Skoda,Skoda Slavia1.5 TSI Style DSG,2022,"37,535kms",Petrol,Automatic,₹14.10 Lakh,Hyderabad
1214,Toyota,Toyota Fortuner4x2 4 Speed AT,2013,"1,83,191kms",Diesel,Automatic,₹14.80 Lakh,Hyderabad
1215,Jaguar,Jaguar XF2.2 Litre Luxury,2014,"69,020kms",Diesel,Automatic,₹14.75 Lakh,Hyderabad
1216,Mahindra,Mahindra XUV500W11 FWD Diesel,2018,"1,25,000kms",Diesel,Manual,₹11.50 Lakh,Hyderabad
1217,Mahindra,Mahindra XUV500W9 AT BSIV,2017,"93,000kms",Diesel,Automatic,₹10.95 Lakh,Hyderabad
1218,Volvo,Volvo S60D4 SUMMUM,2014,"85,000kms",Diesel,Automatic,₹11.50 Lakh,Hyderabad
1219,Maruti,Maruti DzireZXI,2019,"41,891kms",Petrol,Manual,₹6.01 Lakh,Hyderabad
1220,Volkswagen,Volkswagen Tiguan2.0 TDI Highline,2017,"1,53,200kms",Diesel,Automatic,₹14 Lakh,Hyderabad
1221,Toyota,Toyota Etios LivaGD,2012,"86,480kms",Diesel,Manual,₹3.20 Lakh,Hyderabad
1222,Maruti,Maruti SwiftVXI,2013,"82,159kms",Petrol,Manual,₹3.41 Lakh,Hyderabad
1223,Skoda,Skoda Rapid1.0 TSI Ambition,2021,"68,300kms",Petrol,Manual,₹7.45 Lakh,Hyderabad
1224,Maruti,Maruti DzireZXI,2019,"41,891kms",Petrol,Manual,₹6.01 Lakh,Hyderabad
1225,Volkswagen,Volkswagen Tiguan2.0 TDI Highline,2017,"1,53,200kms",Diesel,Automatic,₹14 Lakh,Hyderabad
1226,Toyota,Toyota Etios LivaGD,2012,"86,480kms",Diesel,Manual,₹3.20 Lakh,Hyderabad
1227,Maruti,Maruti SwiftVXI,2013,"82,159kms",Petrol,Manual,₹3.41 Lakh,Hyderabad
1228,Skoda,Skoda Rapid1.0 TSI Ambition,2021,"68,300kms",Petrol,Manual,₹7.45 Lakh,Hyderabad
1229,Tata,Tata Nexon1.2 Revotron XZA Plus DualTone,2019,"84,643kms",Petrol,Automatic,₹5.42 Lakh,Hyderabad
1230,Maruti,Maruti Wagon RAMT VXI,2017,"41,037kms",Petrol,Automatic,₹3.50 Lakh,Hyderabad
1231,Mercedes-Benz,Mercedes-Benz GLE250d,2017,"96,000kms",Diesel,Automatic,₹28.95 Lakh,Hyderabad
1232,Honda,Honda BR-VStyle Edition Diesel V,2016,"1,42,481kms",Diesel,Manual,₹5.40 Lakh,Hyderabad
1233,Maruti,Maruti CelerioZXI Optional AMT BSIV,2017,"55,887kms",Petrol,Automatic,₹3.76 Lakh,Hyderabad
1234,Datsun,Datsun GOAnniversary Edition,2017,"16,584kms",Petrol,Manual,₹2.40 Lakh,Hyderabad
1235,Hyundai,Hyundai Grand i101.2 Kappa Sportz Dual Tone,2022,"33,379kms",Petrol,Manual,₹6.01 Lakh,Hyderabad
1236,Maruti,Maruti SwiftAMT ZDI,2018,"93,000kms",Diesel,Automatic,₹5.70 Lakh,Hyderabad
1237,Maruti,Maruti Alto K10VXI,2017,"59,977kms",Petrol,Manual,₹2.65 Lakh,Hyderabad
1238,Maruti,Maruti Baleno1.2 Delta,2018,"39,561kms",Petrol,Manual,₹4.80 Lakh,Hyderabad
1239,Honda,Honda AmazeV CVT Diesel,2018,"1,07,996kms",Diesel,Automatic,₹5.92 Lakh,Hyderabad
1240,Maruti,2022Maruti S-PressoVXI  -2022,2019,"10,683kms",Petrol,Manual,₹4.48 Lakh,Hyderabad
1241,Maruti,Maruti BalenoDelta,2020,"62,778kms",Petrol,Manual,₹4.93 Lakh,Hyderabad
1242,Honda,Honda JazzVX,2015,"70,479kms",Petrol,Manual,₹4.55 Lakh,Hyderabad
1243,Ford,Ford Aspire1.2 Ti-VCT Titanium,2019,"53,752kms",Petrol,Manual,₹4.51 Lakh,Hyderabad
1244,Ford,Ford Ecosport1.5 TDCi Titanium BSIV,2013,"68,338kms",Diesel,Manual,₹4.78 Lakh,Hyderabad
1245,Hyundai,Hyundai Grand i101.2 Kappa Sportz BSIV,2014,"1,10,485kms",Petrol,Manual,₹3.39 Lakh,Hyderabad
1246,Hyundai,Hyundai Grand i10 NiosAMT Sportz,2020,"1,01,840kms",Petrol,Automatic,₹4.20 Lakh,Hyderabad
1247,Maruti,Maruti CiazDelta BSIV,2019,"67,257kms",Petrol,Manual,₹5.70 Lakh,Hyderabad
1248,Ford,Ford Ecosport1.5 Ti VCT MT Titanium,2016,"43,545kms",Petrol,Manual,₹5.72 Lakh,Hyderabad
1249,Maruti,Maruti Ignis1.2 Zeta BSIV,2023,"15,055kms",Petrol,Manual,₹5.80 Lakh,Hyderabad
1250,Honda,Honda AmazeV CVT Diesel,2018,"1,07,996kms",Diesel,Automatic,₹5.92 Lakh,Hyderabad
1251,Maruti,2022Maruti S-PressoVXI  -2022,2019,"10,683kms",Petrol,Manual,₹4.48 Lakh,Hyderabad
1252,Nissan,Nissan MagniteTurbo XV BSVI,2021,"88,008kms",Petrol,Manual,₹4.96 Lakh,Hyderabad
1253,Ford,Ford Ecosport1.5 TDCi Trend Plus BSIV,2016,"1,14,002kms",Diesel,Manual,₹3.77 Lakh,Hyderabad
1254,Maruti,Maruti Wagon RVXI 1.2,2017,"57,139kms",Petrol,Manual,₹3.91 Lakh,Hyderabad
1255,Honda,Honda JazzV,2016,"55,418kms",Petrol,Manual,₹4.73 Lakh,Hyderabad
1256,Skoda,Skoda Rapid1.6 MPI Active BSIV,2019,"28,310kms",Petrol,Manual,₹5.97 Lakh,Hyderabad
1257,Maruti,Maruti Baleno1.2 Delta,2018,"39,561kms",Petrol,Manual,₹4.80 Lakh,Hyderabad
1258,Maruti,Maruti BalenoDelta,2020,"62,778kms",Petrol,Manual,₹4.93 Lakh,Hyderabad
1259,Ford,Ford Ecosport1.0 Ecoboost Titanium,2015,"78,009kms",Petrol,Manual,₹4.48 Lakh,Hyderabad
1260,Honda,Honda JazzVX,2015,"70,479kms",Petrol,Manual,₹4.55 Lakh,Hyderabad
1261,Ford,Ford Aspire1.2 Ti-VCT Titanium,2019,"53,752kms",Petrol,Manual,₹4.51 Lakh,Hyderabad
1262,Hyundai,Hyundai i20Magna Plus,2019,"96,905kms",Petrol,Manual,₹4.77 Lakh,Hyderabad
1263,Maruti,Maruti S-PressoVXi Plus BSVI,2022,"14,000kms",Petrol,Manual,₹5.20 Lakh,Hyderabad
1264,Ford,Ford Ecosport1.0 Ecoboost Titanium,2015,"78,009kms",Petrol,Manual,₹4.48 Lakh,Hyderabad
1265,Honda,Honda JazzVX,2015,"70,479kms",Petrol,Manual,₹4.55 Lakh,Hyderabad
1266,Ford,Ford Aspire1.2 Ti-VCT Titanium,2019,"53,752kms",Petrol,Manual,₹4.51 Lakh,Hyderabad
1267,Hyundai,Hyundai i20Magna Plus,2019,"96,905kms",Petrol,Manual,₹4.77 Lakh,Hyderabad
1268,Maruti,Maruti S-PressoVXi Plus BSVI,2022,"14,000kms",Petrol,Manual,₹5.20 Lakh,Hyderabad
1269,Honda,Honda Cityi DTEC SV,2015,"1,03,000kms",Diesel,Manual,₹4.65 Lakh,Hyderabad
1270,Ford,Ford Ecosport1.5 DV5 MT Titanium Optional,2014,"82,000kms",Diesel,Manual,₹4.40 Lakh,Hyderabad
1271,Maruti,Maruti Wagon RVXI,2014,"59,253kms",Petrol,Manual,₹3.30 Lakh,Hyderabad
1272,Maruti,Maruti Baleno1.2 CVT Delta,2016,"76,240kms",Petrol,Automatic,₹4.80 Lakh,Hyderabad
1273,Skoda,Skoda Rapid1.6 TDI Elegance,2014,"97,201kms",Diesel,Manual,₹4.80 Lakh,Hyderabad
1274,Honda,Honda BrioV AT,2013,"89,000kms",Petrol,Automatic,₹3.75 Lakh,Hyderabad
1275,Maruti,Maruti Swift DzireVXi,2012,"72,557kms",Petrol,Manual,₹3.80 Lakh,Hyderabad
1276,Toyota,Toyota Etios LivaGD,2013,"60,000kms",Diesel,Manual,₹3.50 Lakh,Hyderabad
1277,Volkswagen,Volkswagen Vento1.5 TDI Comfortline AT,2014,"70,000kms",Diesel,Automatic,₹5.50 Lakh,Hyderabad
1278,Hyundai,Hyundai i10Magna 1.1L,2013,"79,622kms",Petrol,Manual,₹3.50 Lakh,Hyderabad
1279,Maruti,Maruti SwiftVDI BSIV,2017,"90,000kms",Diesel,Manual,₹5.25 Lakh,Hyderabad
1280,Maruti,Maruti SwiftAMT VDI,2018,"80,000kms",Diesel,Automatic,₹5.50 Lakh,Hyderabad
1281,Skoda,Skoda Rapid1.5 TDI Ambition,2015,"1,03,300kms",Diesel,Manual,₹4.85 Lakh,Hyderabad
1282,Maruti,Maruti Celerio XAMT VXI Option BSIV,2019,"28,693kms",Petrol,Automatic,₹4.85 Lakh,Hyderabad
1283,Ford,Ford Figo1.2P Trend MT,2015,"67,000kms",Petrol,Manual,₹3.59 Lakh,Hyderabad
1284,Maruti,Maruti SwiftVDI BSIV,2017,"90,000kms",Diesel,Manual,₹5.25 Lakh,Hyderabad
1285,Maruti,Maruti SwiftAMT VDI,2018,"80,000kms",Diesel,Automatic,₹5.50 Lakh,Hyderabad
1286,Skoda,Skoda Rapid1.5 TDI Ambition,2015,"1,03,300kms",Diesel,Manual,₹4.85 Lakh,Hyderabad
1287,Maruti,Maruti Celerio XAMT VXI Option BSIV,2019,"28,693kms",Petrol,Automatic,₹4.85 Lakh,Hyderabad
1288,Ford,Ford Figo1.2P Trend MT,2015,"67,000kms",Petrol,Manual,₹3.59 Lakh,Hyderabad
1289,Mercedes-Benz,Mercedes-Benz E-ClassE 220D,2017,"1,01,000kms",Diesel,Automatic,₹29.99 Lakh,Hyderabad
1290,Land Rover,Land Rover Discovery SportTD4 HSE Luxury,2018,"69,100kms",Diesel,Automatic,₹25.50 Lakh,Hyderabad
1291,Land Rover,Land Rover Range Rover Evoque2.2L Dynamic,2015,"74,000kms",Diesel,Automatic,₹25 Lakh,Hyderabad
1292,Mercedes-Benz,Mercedes-Benz C-ClassPrime C 220d,2020,"52,000kms",Diesel,Automatic,₹29 Lakh,Hyderabad
1293,Mercedes-Benz,Mercedes-Benz GLC300 4MATIC Sport,2017,"80,000kms",Petrol,Automatic,₹26.99 Lakh,Hyderabad
1294,Mercedes-Benz,Mercedes-Benz C-ClassPrime C 220d,2019,"70,300kms",Diesel,Automatic,₹26.90 Lakh,Hyderabad
1295,Mahindra,Mahindra XUV700AX5 5Str,2022,"18,581kms",Petrol,Manual,₹15.34 Lakh,Hyderabad
1296,Hyundai,Hyundai EONMagna,2012,"59,035kms",Petrol,Manual,₹2.10 Lakh,Hyderabad
1297,Datsun,Datsun RediGO1.0 T Option,2018,"69,854kms",Petrol,Manual,₹2.22 Lakh,Hyderabad
1298,Land Rover,Land Rover Range Rover Evoque2.0 TD4 HSE,2020,"68,000kms",Diesel,Automatic,₹44.90 Lakh,Hyderabad
1299,Honda,Honda Amaze 2nd GenVX,2023,"33,645kms",Petrol,Manual,₹7.52 Lakh,Hyderabad
1300,Mahindra,Mahindra TharLX 4WD Hard Top AT BSVI,2021,"35,730kms",Petrol,Automatic,₹11.80 Lakh,Hyderabad
1301,Toyota,Toyota YarisG CVT,2020,"82,514kms",Petrol,Automatic,₹6.90 Lakh,Hyderabad
1302,Hyundai,Hyundai Creta1.6 CRDi AT S Plus,2016,"95,233kms",Diesel,Automatic,₹7.60 Lakh,Hyderabad
1303,Maruti,Maruti Swift DzireLXI,2013,"83,235kms",Petrol,Manual,₹2.77 Lakh,Hyderabad
1304,Honda,Honda Amaze 2nd GenVX,2023,"33,645kms",Petrol,Manual,₹7.52 Lakh,Hyderabad
1305,Mahindra,Mahindra TharLX 4WD Hard Top AT BSVI,2021,"35,730kms",Petrol,Automatic,₹11.80 Lakh,Hyderabad
1306,Toyota,Toyota YarisG CVT,2020,"82,514kms",Petrol,Automatic,₹6.90 Lakh,Hyderabad
1307,Hyundai,Hyundai Creta1.6 CRDi AT S Plus,2016,"95,233kms",Diesel,Automatic,₹7.60 Lakh,Hyderabad
1308,Maruti,Maruti Swift DzireLXI,2013,"83,235kms",Petrol,Manual,₹2.77 Lakh,Hyderabad
1309,Honda,Honda Jazz1.5 VX i DTEC,2015,"1,22,923kms",Diesel,Manual,₹2.62 Lakh,Hyderabad
1310,Maruti,Maruti Wagon RVXI BS IV,2017,"66,046kms",Petrol,Manual,₹2.92 Lakh,Hyderabad
1311,Maruti,Maruti Alto 800LXi,2014,"22,974kms",Petrol,Manual,₹2.29 Lakh,Hyderabad
1312,Audi,Audi Q535TDI,2018,"75,900kms",Diesel,Automatic,₹30.90 Lakh,Hyderabad
1313,Land Rover,Land Rover Discovery SportDynamic SE Diesel,2020,"52,427kms",Diesel,Automatic,₹49 Lakh,Hyderabad
1314,Mercedes-Benz,Mercedes-Benz S-ClassS 350 CDI,2018,"29,000kms",Diesel,Automatic,₹58 Lakh,Hyderabad
1315,Land Rover,Land Rover Range Rover SportHSE,2019,"75,000kms",Diesel,Automatic,₹65 Lakh,Hyderabad
1316,Nissan,Nissan SunnyDiesel XL,2013,"1,25,664kms",Diesel,Manual,₹2.89 Lakh,Hyderabad
1317,Hyundai,Hyundai i20Sportz Petrol,2012,"58,659kms",Petrol,Manual,₹2.71 Lakh,Hyderabad
1318,Hyundai,Hyundai i10Sportz 1.1L,2014,"1,06,453kms",Petrol,Manual,₹2.88 Lakh,Hyderabad
1319,Datsun,Datsun GO PlusT,2017,"65,431kms",Petrol,Manual,₹2.55 Lakh,Hyderabad
1320,Renault,Renault KWIDClimber 1.0 MT,2017,"1,09,018kms",Petrol,Manual,₹2.69 Lakh,Hyderabad
1321,Maruti,Maruti Alto 800LXi,2019,"75,729kms",Petrol,Manual,₹2.66 Lakh,Hyderabad
1322,Maruti,Maruti Alto 800LXi,2016,"1,10,691kms",Petrol,Manual,₹2.05 Lakh,Hyderabad
1323,Datsun,Datsun RediGOT Option,2018,"39,378kms",Petrol,Manual,₹2.32 Lakh,Hyderabad
1324,Datsun,Datsun GO PlusT,2017,"65,431kms",Petrol,Manual,₹2.55 Lakh,Hyderabad
1325,Renault,Renault KWIDClimber 1.0 MT,2017,"1,09,018kms",Petrol,Manual,₹2.69 Lakh,Hyderabad
1326,Maruti,Maruti Alto 800LXi,2019,"75,729kms",Petrol,Manual,₹2.66 Lakh,Hyderabad
1327,Maruti,Maruti Alto 800LXi,2016,"1,10,691kms",Petrol,Manual,₹2.05 Lakh,Hyderabad
1328,Datsun,Datsun RediGOT Option,2018,"39,378kms",Petrol,Manual,₹2.32 Lakh,Hyderabad
1329,Renault,Renault KWIDClimber 1.0 MT Opt BSIV,2020,"52,389kms",Petrol,Manual,₹2.86 Lakh,Hyderabad
1330,Honda,Honda AmazeS i-Vtech,2015,"1,09,469kms",Petrol,Manual,₹2.76 Lakh,Hyderabad
1331,Honda,Honda AmazeS i-Vtech,2015,"88,408kms",Petrol,Manual,₹3 Lakh,Hyderabad
1332,Maruti,Maruti Wagon RLXI BSVI,2015,"24,114kms",Petrol,Manual,₹2.87 Lakh,Hyderabad
1333,Hyundai,Hyundai Xcent1.2 Kappa SX Option,2014,"1,04,349kms",Petrol,Manual,₹2.90 Lakh,Hyderabad
1334,Maruti,Maruti Wagon RVXI BS IV,2014,"1,15,132kms",Petrol,Manual,₹2.08 Lakh,Hyderabad
1335,Tata,Tata Tiago1.2 Revotron XM Option,2018,"1,21,475kms",Petrol,Manual,₹2.91 Lakh,Hyderabad
1336,Honda,Honda BrioS MT,2014,"90,652kms",Petrol,Manual,₹2.24 Lakh,Hyderabad
1337,Nissan,Nissan MicraXV,2012,"83,033kms",Petrol,Manual,₹2.45 Lakh,Hyderabad
1338,Hyundai,Hyundai Santro XingGLS,2014,"57,000kms",Petrol,Manual,₹2.90 Lakh,Hyderabad
1339,Hyundai,Hyundai i10Magna,2011,"69,178kms",Petrol,Manual,₹2.45 Lakh,Hyderabad
1340,Honda,Honda AmazeS i-Dtech,2013,"83,000kms",Diesel,Manual,₹2.95 Lakh,Hyderabad
1341,Hyundai,Hyundai Grand i10CRDi Sportz,2013,"1,83,290kms",Diesel,Manual,₹3 Lakh,Hyderabad
1342,Datsun,Datsun RediGOT Option,2016,"38,000kms",Petrol,Manual,₹2.30 Lakh,Hyderabad
1343,Datsun,Datsun RediGOT Option,2018,"15,000kms",Petrol,Manual,₹2.70 Lakh,Hyderabad
1344,Hyundai,Hyundai i10Magna,2011,"69,178kms",Petrol,Manual,₹2.45 Lakh,Hyderabad
1345,Honda,Honda AmazeS i-Dtech,2013,"83,000kms",Diesel,Manual,₹2.95 Lakh,Hyderabad
1346,Hyundai,Hyundai Grand i10CRDi Sportz,2013,"1,83,290kms",Diesel,Manual,₹3 Lakh,Hyderabad
1347,Datsun,Datsun RediGOT Option,2016,"38,000kms",Petrol,Manual,₹2.30 Lakh,Hyderabad
1348,Datsun,Datsun RediGOT Option,2018,"15,000kms",Petrol,Manual,₹2.70 Lakh,Hyderabad
1349,Ford,Ford FigoDiesel ZXI,2014,"59,000kms",Diesel,Manual,₹3 Lakh,Hyderabad
1350,Datsun,Datsun GOT BSIV,2017,"47,710kms",Petrol,Manual,₹2.45 Lakh,Hyderabad
1351,Renault,Renault TriberRXZ EASY-R AMT,2024,"27,260kms",Petrol,Automatic,₹7.52 Lakh,Hyderabad
1352,Ford,Ford Ecosport1.5 Ti VCT AT Titanium,2017,"56,216kms",Petrol,Automatic,₹6.21 Lakh,Hyderabad
1353,Renault,Renault Duster110PS Diesel RxZ AMT,2017,"97,675kms",Diesel,Automatic,₹6.80 Lakh,Hyderabad
1354,Hyundai,Hyundai i20Sportz Plus BSIV,2020,"79,203kms",Petrol,Manual,₹6.95 Lakh,Hyderabad
1355,Hyundai,Hyundai i20Petrol Spotz,2019,"77,869kms",Petrol,Manual,₹6.45 Lakh,Hyderabad
1356,Mahindra,Mahindra XUV500R W10 FWD,2015,"1,48,932kms",Diesel,Manual,₹8.50 Lakh,Hyderabad
1357,Mahindra,Mahindra MarazzoM2 8Str BSIV,2019,"1,08,800kms",Diesel,Manual,₹7.50 Lakh,Hyderabad
1358,Volkswagen,Volkswagen Vento1.0 TSI Highline AT,2021,"52,000kms",Petrol,Automatic,₹8.75 Lakh,Hyderabad
1359,MG,MG HectorSmart Diesel MT BSIV,2019,"80,994kms",Diesel,Manual,₹9.95 Lakh,Hyderabad
1360,Hyundai,Hyundai i20Asta Turbo DCT DT,2021,"73,987kms",Petrol,Automatic,₹7.45 Lakh,Hyderabad
1361,Toyota,Toyota YarisG CVT,2020,"90,000kms",Petrol,Automatic,₹6.90 Lakh,Hyderabad
1362,Mahindra,Mahindra XUV500R W10 FWD,2016,"88,309kms",Diesel,Manual,₹9.50 Lakh,Hyderabad
1363,Maruti,Maruti Wagon RVXI 1.2,2018,"46,320kms",Petrol,Manual,₹4.22 Lakh,Hyderabad
1364,MG,MG HectorSmart Diesel MT BSIV,2019,"80,994kms",Diesel,Manual,₹9.95 Lakh,Hyderabad
1365,Hyundai,Hyundai i20Asta Turbo DCT DT,2021,"73,987kms",Petrol,Automatic,₹7.45 Lakh,Hyderabad
1366,Toyota,Toyota YarisG CVT,2020,"90,000kms",Petrol,Automatic,₹6.90 Lakh,Hyderabad
1367,Mahindra,Mahindra XUV500R W10 FWD,2016,"88,309kms",Diesel,Manual,₹9.50 Lakh,Hyderabad
1368,Maruti,Maruti Wagon RVXI 1.2,2018,"46,320kms",Petrol,Manual,₹4.22 Lakh,Hyderabad
1369,Renault,Renault KWID1.0 RXT,2016,"46,196kms",Petrol,Manual,₹2.49 Lakh,Hyderabad
1370,Maruti,Maruti Alto 800LXi,2018,"42,044kms",Petrol,Manual,₹2.74 Lakh,Hyderabad
1371,Mahindra,Mahindra TharLX 4WD Convert Top Diesel AT BSVI,2022,"63,000kms",Diesel,Automatic,₹14.90 Lakh,Hyderabad
1372,Hyundai,Hyundai i20Sportz Petrol,2011,"57,334kms",Petrol,Manual,₹2.54 Lakh,Hyderabad
1373,Maruti,2020Maruti S-PressoVXI Plus AT  -2022,2019,"58,127kms",Petrol,Automatic,₹3.57 Lakh,Hyderabad
1374,Maruti,Maruti SwiftVDI,2014,"67,960kms",Diesel,Manual,₹4.14 Lakh,Hyderabad
1375,Maruti,Maruti SwiftLDI BSIV,2016,"91,000kms",Diesel,Manual,₹3.65 Lakh,Hyderabad
1376,Maruti,Maruti Alto 800LXi,2014,"64,651kms",Petrol,Manual,₹2.15 Lakh,Hyderabad
1377,Renault,Renault KWIDClimber 1.0 MT,2017,"83,818kms",Petrol,Manual,₹2.77 Lakh,Hyderabad
1378,Skoda,Skoda Kushaq1.5 TSI Style DSG,2022,"1,02,304kms",Petrol,Automatic,₹12.85 Lakh,Hyderabad
1379,Volkswagen,Volkswagen Taigun1.0 Topline,2022,"49,046kms",Petrol,Manual,₹11.53 Lakh,Hyderabad
1380,Mahindra,Mahindra XUV500AT W9 2WD,2018,"62,323kms",Diesel,Automatic,₹10.25 Lakh,Hyderabad
1381,Mercedes-Benz,Mercedes-Benz GLE250d,2017,"1,01,000kms",Diesel,Automatic,₹30 Lakh,Hyderabad
1382,Honda,Honda CityS,2011,"79,000kms",Petrol,Manual,₹2.90 Lakh,Hyderabad
1383,Maruti,Maruti ErtigaSHVS VDI,2018,"70,000kms",Diesel,Manual,₹8.60 Lakh,Hyderabad
1384,Volkswagen,Volkswagen Taigun1.0 Topline,2022,"49,046kms",Petrol,Manual,₹11.53 Lakh,Hyderabad
1385,Mahindra,Mahindra XUV500AT W9 2WD,2018,"62,323kms",Diesel,Automatic,₹10.25 Lakh,Hyderabad
1386,Mercedes-Benz,Mercedes-Benz GLE250d,2017,"1,01,000kms",Diesel,Automatic,₹30 Lakh,Hyderabad
1387,Honda,Honda CityS,2011,"79,000kms",Petrol,Manual,₹2.90 Lakh,Hyderabad
1388,Maruti,Maruti ErtigaSHVS VDI,2018,"70,000kms",Diesel,Manual,₹8.60 Lakh,Hyderabad
1389,Skoda,Skoda Rapid1.5 TDI Ambition Plus,2015,"1,03,000kms",Diesel,Manual,₹4.99 Lakh,Hyderabad
1390,Hyundai,Hyundai i20Asta 1.4 CRDi,2016,"78,328kms",Diesel,Manual,₹4.99 Lakh,Hyderabad
1391,Ford,Ford FigoDiesel ZXI,2015,"92,000kms",Diesel,Manual,₹2.95 Lakh,Hyderabad
1392,Maruti,Maruti Alto 800LXi,2020,"78,567kms",Petrol,Manual,₹2.67 Lakh,Hyderabad
1393,Maruti,Maruti Alto 800LXi,2013,"46,496kms",Petrol,Manual,₹2.16 Lakh,Hyderabad
1394,Maruti,Maruti Alto 800LXi,2015,"53,702kms",Petrol,Manual,₹2.34 Lakh,Hyderabad
1395,Maruti,Maruti IgnisSigma BSVI,2017,"68,770kms",Petrol,Manual,₹2.40 Lakh,Hyderabad
1396,Audi,Audi Q330 TDI,2017,"77,500kms",Diesel,Manual,₹18.90 Lakh,Hyderabad
1397,Hyundai,Hyundai i20Asta 1.4 CRDi,2017,"68,595kms",Diesel,Manual,₹4.80 Lakh,Hyderabad
1398,Honda,Honda AmazeS i-Dtech,2013,"1,37,552kms",Diesel,Manual,₹2.40 Lakh,Hyderabad
1399,Hyundai,Hyundai i10Sportz 1.1L,2015,"49,938kms",Petrol,Manual,₹2.89 Lakh,Hyderabad
1400,Hyundai,Hyundai EONMagna,2013,"50,620kms",Petrol,Manual,₹2.38 Lakh,Hyderabad
1401,Hyundai,Hyundai Grand i101.2 Kappa Sportz BSIV,2019,"72,211kms",Petrol,Manual,₹4.40 Lakh,Hyderabad
1402,Maruti,Maruti Wagon RVXI,2011,"73,374kms",Petrol,Manual,₹2.30 Lakh,Hyderabad
1403,Maruti,Maruti Wagon RLXI BS IV,2011,"44,000kms",Petrol,Manual,₹2.45 Lakh,Hyderabad
1404,Hyundai,Hyundai EONMagna,2013,"50,620kms",Petrol,Manual,₹2.38 Lakh,Hyderabad
1405,Honda,Honda AmazeS i-Dtech,2013,"1,37,552kms",Diesel,Manual,₹2.40 Lakh,Hyderabad
1406,Hyundai,Hyundai Grand i101.2 Kappa Sportz BSIV,2019,"72,211kms",Petrol,Manual,₹4.40 Lakh,Hyderabad
1407,Maruti,Maruti Wagon RVXI,2011,"73,374kms",Petrol,Manual,₹2.30 Lakh,Hyderabad
1408,Maruti,Maruti Wagon RLXI BS IV,2011,"44,000kms",Petrol,Manual,₹2.45 Lakh,Hyderabad
1409,Land Rover,Land Rover Range Rover Sport3.0 D SE,2021,"57,000kms",Diesel,Automatic,₹80 Lakh,Hyderabad
1410,Mahindra,Mahindra MarazzoM2 BSIV,2019,"77,798kms",Diesel,Manual,₹5.65 Lakh,Hyderabad
1411,Maruti,Maruti RitzZXI,2011,"65,000kms",Petrol,Manual,₹2.40 Lakh,Hyderabad
1412,Honda,Honda BrioEX MT,2013,"73,352kms",Petrol,Manual,₹2.36 Lakh,Hyderabad
1413,Hyundai,Hyundai i10Era 1.1 iTech SE,2014,"44,779kms",Petrol,Manual,₹2.68 Lakh,Hyderabad
1414,Hyundai,Hyundai i10Magna 1.1,2012,"1,01,044kms",Petrol,Manual,₹2.45 Lakh,Hyderabad
1415,Datsun,Datsun RediGOT Option,2017,"50,325kms",Petrol,Manual,₹2.35 Lakh,Hyderabad
1416,Nissan,Nissan MicraDiesel XE,2012,"63,774kms",Diesel,Manual,₹2.29 Lakh,Hyderabad
1417,Hyundai,Hyundai i10Sportz,2013,"71,155kms",Petrol,Manual,₹2.54 Lakh,Hyderabad
1418,Toyota,Toyota EtiosG,2013,"1,29,839kms",Petrol,Manual,₹2.77 Lakh,Hyderabad
1419,Maruti,Maruti Alto 800VXI,2017,"43,617kms",Petrol,Manual,₹2.71 Lakh,Hyderabad
1420,Maruti,Maruti Swift1.2 VXI BSIV,2011,"66,703kms",Petrol,Manual,₹2.90 Lakh,Hyderabad
1421,Ford,Ford FigoTitanium Blu Diesel,2012,"71,934kms",Diesel,Manual,₹2.18 Lakh,Hyderabad
1422,Maruti,Maruti Alto 800LXI,2018,"43,070kms",Petrol,Manual,₹2.15 Lakh,Hyderabad
1423,Hyundai,Hyundai Grand i10Sportz,2014,"71,303kms",Petrol,Manual,₹2.79 Lakh,Hyderabad
1424,Hyundai,Hyundai i10Era 1.1 iTech SE,2014,"44,779kms",Petrol,Manual,₹2.68 Lakh,Hyderabad
1425,Hyundai,Hyundai i10Sportz,2013,"71,155kms",Petrol,Manual,₹2.54 Lakh,Hyderabad
1426,Toyota,Toyota EtiosG,2013,"1,29,839kms",Petrol,Manual,₹2.77 Lakh,Hyderabad
1427,Maruti,Maruti Alto 800VXI,2017,"43,617kms",Petrol,Manual,₹2.71 Lakh,Hyderabad
1428,Maruti,Maruti Swift1.2 VXI BSIV,2011,"66,703kms",Petrol,Manual,₹2.90 Lakh,Hyderabad
1429,Datsun,Datsun RediGOT Option,2017,"50,325kms",Petrol,Manual,₹2.35 Lakh,Hyderabad
1430,Ford,Ford FigoTitanium Blu Diesel,2012,"71,934kms",Diesel,Manual,₹2.18 Lakh,Hyderabad
1431,Hyundai,Hyundai EONSportz,2015,"70,000kms",Petrol,Manual,₹2.50 Lakh,Hyderabad
1432,Maruti,Maruti SwiftVDI,2012,"80,000kms",Diesel,Manual,₹2.99 Lakh,Hyderabad
1433,Maruti,Maruti SwiftVDI,2012,"81,000kms",Diesel,Manual,₹2.99 Lakh,Hyderabad
